stranger_id,first_seen,last_seen,total_duration_sec,total_appearances,image_path,status,notes
STR012,2026-03-08T11:45:53,2026-03-08T11:52:43,8.6,12,d:\Smart classroom\Attendance pipeline\strangers\images\STR012_01.jpg,unknown,
